"STATEFP.x","COUNTYFP","COUNAME","STNAME","POPULATION","CENTER.LATITUDE","CENTER.LONGITUDE","ED_COUNT_15mile","ED_INVERSE_DIST_15mile","HEALTH_COUNT_15mile","HEALTH_INVERSE_DIST_15mile","GEOID","LSAD","tot_pov_sts_12mths_age_B17020_E","tot_pov_sts_12mths_age_B17020_M","tot_income_12mths_blw_pov_lvl_B17020_E","tot_income_12mths_blw_pov_lvl_B17020_M","tot_edu_attain_25yrs_and_up_B15003_E","tot_edu_attain_25yrs_and_up_B15003_M","tot_edu_attain_25yrs_and_up_HS_diploma_B15003_E","tot_edu_attain_25yrs_and_up_HS_diploma_B15003_M","tot_edu_attain_25yrs_and_up_GED_B15003_E","tot_edu_attain_25yrs_and_up_GED_B15003_M","tot_edu_attain_25yrs_and_up_somecollege_freshman_B15003_E","tot_edu_attain_25yrs_and_up_somecollege_freshman_B15003_M","tot_edu_attain_25yrs_and_up_somecollege_abovefreshman_B15003_E","tot_edu_attain_25yrs_and_up_somecollege_abovefreshman_B15003_M","tot_edu_attain_25yrs_and_up_assoc_B15003_E","tot_edu_attain_25yrs_and_up_assoc_B15003_M","tot_edu_attain_25yrs_and_up_bach_B15003_E","tot_edu_attain_25yrs_and_up_bach_B15003_M","tot_edu_attain_25yrs_and_up_masters_B15003_E","tot_edu_attain_25yrs_and_up_masters_B15003_M","tot_edu_attain_25yrs_and_up_prof_degree_B15003_E","tot_edu_attain_25yrs_and_up_prof_degree_B15003_M","tot_edu_attain_25yrs_and_up_doctorate_B15003_E","tot_edu_attain_25yrs_and_up_doctorate_B15003_M","tot_race_known_E","tot_race_known_M","tot_race_black_african_american_alone_combination_E","tot_race_black_african_american_alone_combination_M","tot_hisp_latino_origin_known_E","tot_hisp_latino_origin_known_M","tot_hisp_latino_origin_E","tot_hisp_latino_origin_M","per_black","per_hisp","per_poverty","per_hs_diploma","perw_adv_degree","arrest_perc"
51,41,"Chesterfield","Virginia",316236,37.418224,-77.550555,213,4.436023303174e-08,1548,3.35850174618821e-07,51041,"06",335404,443,23815,1812,227148,84,45362,1495,7763,673,13994,763,32919,1193,18536,974,56635,1322,25736,1049,4423,459,3735,445,339447,NA,83725,554,339447,NA,28910,NA,24.67,8.52,7.1,19.97,48.01,0.798436979997475
51,43,"Clarke","Virginia",14034,39.129687,-77.988093,23,1.23703844855284e-07,199,9.12188549192774e-07,51043,"06",14134,108,1410,413,10203,123,2527,264,426,125,642,156,1294,246,877,182,1669,260,1138,208,260,93,214,97,14365,NA,907,63,14365,NA,748,NA,6.31,5.21,9.98,24.77,40.75,0.364938373614267
51,45,"Craig","Virginia",5190,37.476038,-80.174522,11,1.03308558966465e-07,49,4.59583297847473e-07,51045,"06",5096,31,435,179,3912,184,1439,274,247,124,373,154,395,144,443,201,551,241,108,86,21,35,42,49,5113,NA,17,25,5113,NA,2,4,0.33,0.04,8.54,36.78,29.78,0.256714060031596
51,47,"Culpeper","Virginia",46689,38.500155,-77.997848,5,2.33852283981826e-08,58,3.02262690850264e-07,51047,"06",48744,322,3986,742,33695,151,8262,502,1910,290,2468,261,5086,497,2666,381,5113,453,2468,370,464,131,287,139,50450,NA,8461,219,50450,NA,5180,NA,16.77,10.27,8.18,24.52,32.64,1.14734183073333
51,49,"Cumberland","Virginia",10052,37.483249,-78.257306,7,7.85716459292789e-08,49,3.16973987732406e-07,51049,"06",9709,61,1880,519,6963,121,2205,339,228,97,600,167,876,223,516,164,658,213,460,125,23,20,75,58,9786,NA,3396,147,9786,NA,27,35,34.7,0.28,19.36,31.67,24.87,0.387399327148537
51,51,"Dickenson","Virginia",15903,37.142003,-82.379283,2,1.48413359284832e-08,24,1.8108991749192e-07,51051,"06",14477,165,3512,515,10948,67,3244,299,822,153,851,180,1288,227,972,177,696,172,308,84,51,34,36,34,14960,NA,116,13,14960,NA,133,NA,0.78,0.89,24.26,29.63,18.84,0.240997039179233
51,53,"Dinwiddie","Virginia",28001,37.135094,-77.560538,20,4.21438912622236e-08,173,3.52955012592709e-07,51053,"06",27677,219,3542,753,20176,180,6198,582,1353,279,1508,275,2525,462,1823,332,2234,342,1086,288,76,55,72,74,28308,NA,9417,212,28308,NA,956,NA,33.27,3.38,12.8,30.72,26.22,0.329489291598023
51,57,"Essex","Virginia",11151,37.911272,-76.90549,4,2.10171379802929e-08,46,8.73954651252712e-06,51057,"06",10959,23,1500,346,7815,117,2536,261,409,120,533,146,1308,241,392,116,941,177,274,94,36,38,40,34,11036,NA,4410,129,11036,NA,390,NA,39.96,3.53,13.69,32.45,21.54,0.311383826357725
51,59,"Fairfax","Virginia",1081726,38.843734,-77.258936,498,5.01392845449438e-08,2911,2.93171164944001e-07,51059,"06",1133591,856,69895,3526,777876,115,90459,2505,9208,646,28073,1088,71441,1846,42205,1308,240151,2897,172742,2421,36626,1414,25793,1007,1143529,NA,127259,1256,1143529,NA,185551,NA,11.13,16.23,6.17,11.63,66.53,0.61609582940489
51,61,"Fauquier","Virginia",65203,38.696041,-77.777194,26,5.82695446096161e-08,193,4.21534876740385e-07,51061,"06",68696,167,4177,759,47526,129,10664,629,2052,339,3421,352,6617,450,4008,425,10761,613,4791,409,892,188,622,144,69115,NA,6399,171,69115,NA,5498,NA,9.26,7.95,6.08,22.44,44.34,0.567385921471525
51,63,"Floyd","Virginia",15279,36.944158,-80.342686,3,1.20571224924246e-08,70,2.69300327837771e-07,51063,"06",15570,94,1780,488,11510,108,3357,346,495,154,593,135,1723,316,1114,238,1521,259,796,191,117,65,128,79,15666,NA,353,151,15666,NA,464,NA,2.25,2.96,11.43,29.17,31.94,0.221589110477999
51,65,"Fluvanna","Virginia",25691,37.888175,-78.301879,60,1.1984423796563e-07,509,9.59866886543621e-07,51065,"06",24992,121,1221,338,19122,197,3638,392,972,206,1617,260,3023,457,1561,256,3637,452,2246,336,300,124,414,179,26282,NA,4277,58,26282,NA,880,NA,16.27,3.35,4.89,19.03,42.66,0.209087854235896
51,67,"Franklin","Virginia",56159,37.016004,-79.861232,4,1.36951668821972e-08,40,1.23717446266917e-07,51067,"06",54475,267,8940,1184,40771,184,11374,767,2829,411,3315,466,5608,621,3962,379,5082,503,2506,375,477,150,307,117,56233,NA,5026,138,56233,NA,1548,NA,8.94,2.75,16.41,27.9,30.25,1.6709671678975
51,69,"Frederick","Virginia",78305,39.168677,-78.193089,20,6.66011670787959e-08,191,1.02567510003385e-06,51069,"06",83666,333,5225,797,58549,140,15633,728,3456,486,4120,438,7168,590,5086,454,9665,621,4847,438,980,263,940,196,85153,NA,4653,140,85153,NA,7003,NA,5.46,8.22,6.25,26.7,36.75,0.734536811725426
51,71,"Giles","Virginia",17286,37.317609,-80.71689,4,9.97804880775951e-09,29,7.87974729209719e-07,51071,"06",16519,175,1872,333,12135,80,3833,310,713,221,882,167,2087,328,980,167,1360,210,553,126,156,71,139,63,16814,NA,439,112,16814,NA,285,NA,2.61,1.7,11.33,31.59,26.27,0.837093327000712
51,73,"Gloucester","Virginia",36858,37.377825,-76.530947,41,7.18987320632098e-08,212,6.04319455637672e-07,51073,"06",36884,101,3125,678,26934,149,7901,555,1041,217,1920,302,4465,425,2517,341,3599,393,1997,340,304,124,252,113,37161,NA,3510,101,37161,NA,1287,NA,9.45,3.46,8.47,29.33,32.19,0.508715092773568
51,75,"Goochland","Virginia",21717,37.703091,-77.85186,19,4.6920067935315e-08,119,3.38870161254212e-07,51075,"06",21302,247,1136,338,16837,120,3426,302,898,201,1034,227,2001,253,1345,226,4222,367,1449,230,574,148,353,117,22482,NA,3869,121,22482,NA,611,NA,17.21,2.72,5.33,20.35,47.18,0.344174840819136
51,77,"Grayson","Virginia",15533,36.648239,-81.1193,6,4.39541022700172e-08,46,2.35872945592504e-07,51077,"06",14965,601,3085,546,11981,65,3866,367,879,316,941,163,1451,204,1204,215,1130,215,274,84,36,22,55,39,15811,NA,959,144,15811,NA,514,NA,6.07,3.25,20.61,32.27,22.53,0.658946964365684
51,79,"Greene","Virginia",18403,38.254353,-78.422182,25,7.07831095416079e-08,106,3.6406580041777e-07,51079,"06",19289,90,1151,319,13495,86,3653,409,492,145,987,202,1887,314,897,204,1971,305,1390,300,159,72,225,105,19410,NA,1576,159,19410,NA,1141,NA,8.12,5.88,5.97,27.07,34.4,0.556145406744527
51,81,"Greensville","Virginia",12243,36.721194,-77.537371,4,1.29210743738134e-07,28,7.58657735835938e-07,51081,"06",8444,236,1407,372,8821,119,2406,284,1219,182,796,209,991,166,503,114,509,140,199,72,57,38,28,29,11659,NA,7130,62,11659,NA,267,NA,61.15,2.29,16.66,27.28,14.69,0.524640921991915
51,83,"Halifax","Virginia",36241,36.75003,-78.927107,8,5.17198068013002e-08,46,3.10580388027953e-07,51083,"06",34049,156,5145,903,24981,46,7650,492,1585,301,1681,249,3402,400,2176,269,2543,304,1152,222,210,104,68,42,34779,NA,13062,161,34779,NA,703,NA,37.56,2.02,15.11,30.62,24.61,0.662368112543963
51,85,"Hanover","Virginia",99863,37.687345,-77.420161,205,1.75912412326439e-07,1435,1.15783311674674e-06,51085,"06",102635,265,5725,807,71859,94,16025,788,2341,313,4697,434,9920,609,5735,548,18675,787,7017,516,1423,216,1043,192,104449,NA,10513,133,104449,NA,3058,NA,10.07,2.93,5.58,22.3,47.17,1.40340734247802
51,87,"Henrico","Virginia",306935,37.60276,-77.495683,235,1.09912612789881e-07,1701,8.77674722237262e-07,51087,"06",322653,436,32209,2269,224714,53,41215,1484,7621,701,12626,751,31890,1325,15668,1119,59255,1536,26889,1103,6471,559,3876,386,325642,NA,101166,292,325642,NA,17959,NA,31.07,5.51,9.98,18.34,49.91,1.61270238503801
51,89,"Henry","Virginia",54151,36.690407,-79.903132,16,8.95911388731608e-08,84,3.77985830260357e-07,51089,"06",50886,179,10347,1086,37847,150,10110,590,2857,374,2774,327,4999,465,4253,421,3149,377,1280,226,141,69,269,124,51588,NA,12384,250,51588,NA,2740,NA,24.01,5.31,20.33,26.71,24.02,0.302239318587718
51,91,"Highland","Virginia",2321,38.386074,-79.568796,0,0,3,3.1705207864218e-07,51091,"06",2184,29,268,104,1869,70,593,111,75,46,192,73,245,76,88,48,252,77,140,49,23,19,16,14,2214,NA,0,12,2214,NA,0,12,0,0,12.27,31.73,27.77,0.0452488687782805
51,93,"Isle of Wight","Virginia",35270,36.921892,-76.655375,32,5.12553638847756e-08,385,5.86229491657566e-07,51093,"06",36014,171,3604,657,26162,123,5930,424,1130,215,1901,277,3922,343,2632,298,4232,383,2245,277,628,178,260,89,36372,NA,8736,94,36372,NA,1075,NA,24.02,2.96,10.01,22.67,38.21,0.522285064812058
51,95,"James City","Virginia",67009,37.294786,-76.757657,43,1.06377617749641e-07,214,5.99611063261643e-07,51095,"06",73195,254,5695,1042,53559,307,8995,699,996,245,3151,385,6800,709,4379,512,14465,773,8895,563,1649,356,1555,261,74153,NA,10772,213,74153,NA,4138,NA,14.53,5.58,7.78,16.79,57.77,0.362579682448264
51,97,"King and Queen","Virginia",6945,37.699158,-76.89237,4,3.2669495925304e-08,47,3.32421617560905e-07,51097,"06",7042,22,1165,356,5193,130,1900,254,155,97,282,111,711,171,392,131,671,178,312,132,0,17,44,35,7052,NA,1945,194,7052,NA,223,NA,27.58,3.16,16.54,36.59,27.33,0.880431695541039
51,99,"King George","Virginia",23584,38.291254,-77.162858,2,5.28629975376802e-09,17,1.02827993390059e-07,51099,"06",25647,104,1452,478,17084,124,3981,393,802,231,1271,262,2539,343,1467,240,3729,354,1933,276,92,86,161,60,25890,NA,4808,127,25890,NA,1282,NA,18.57,4.95,5.66,23.3,43.21,0.602069614299153
51,101,"King William","Virginia",15935,37.702616,-77.05673,3,3.25571882120158e-08,19,1.47110083534407e-07,51101,"06",16421,84,1655,541,11398,79,3608,343,505,155,802,229,1829,310,1165,200,1650,226,534,168,97,52,48,62,16497,NA,3116,152,16497,NA,257,169,18.89,1.56,10.08,31.65,30.65,0.153491941673062
51,103,"Lancaster","Virginia",11391,37.70389,-76.437123,5,2.60532064291022e-08,57,6.94443005774559e-07,51103,"06",10713,55,983,258,8573,136,2330,272,273,81,636,159,1198,225,537,122,1384,191,691,128,414,125,158,75,10804,NA,3342,65,10804,NA,47,62,30.93,0.44,9.18,27.18,37.14,0.333858851896504
51,105,"Lee","Virginia",25587,36.715746,-83.103165,2,2.05712932175775e-08,15,1.11229974444194e-07,51105,"06",22591,410,5414,662,17974,221,4693,368,1393,278,1411,226,2785,326,1281,244,1477,223,347,113,85,62,132,95,24134,NA,1070,211,24134,NA,455,NA,4.43,1.89,23.97,26.11,18.48,2.06873114990867
51,107,"Loudoun","Virginia",312311,39.047874,-77.510676,141,4.82332083367701e-08,945,3.55286704038048e-07,51107,"06",383171,346,14223,1424,246287,33,27020,1154,3469,454,10050,634,25066,984,14987,748,86622,1624,51610,1180,6388,613,5100,476,385143,NA,35293,778,385143,NA,52119,NA,9.16,13.53,3.71,10.97,66.88,0.314858055794519
51,109,"Louisa","Virginia",33153,37.979376,-77.965373,1,1.36796786768966e-09,14,4.08132732246626e-08,51109,"06",35085,197,4325,705,25700,96,7272,554,1442,260,2144,343,2842,430,1904,276,3767,436,1567,262,369,154,323,123,35380,NA,6240,48,35380,NA,986,NA,17.64,2.79,12.33,28.3,30.86,0.372505302082767
51,111,"Lunenburg","Virginia",12914,36.970055,-78.21653,2,1.16776407662197e-08,20,2.17055267833658e-07,51111,"06",11309,131,2022,473,9030,147,2635,307,956,170,595,127,1278,213,590,156,709,150,215,79,11,13,18,18,12278,NA,3922,353,12278,NA,549,NA,31.94,4.47,17.88,29.18,17.09,0.612278669534999
51,113,"Madison","Virginia",13308,38.378917,-78.23516,5,4.27393444437552e-08,69,3.87065746069819e-07,51113,"06",12940,103,1070,359,9461,112,2891,345,507,155,659,193,1286,284,603,193,1457,266,625,170,113,67,90,78,13139,NA,1442,114,13139,NA,352,NA,10.97,2.68,8.27,30.56,30.53,0.549078600977811
51,115,"Mathews","Virginia",8978,37.444144,-76.342952,5,2.81484177014374e-08,58,5.09040913159786e-07,51115,"06",8713,60,942,452,6846,200,1992,392,197,128,459,207,1203,395,437,163,1221,298,464,190,164,115,66,57,8796,NA,926,215,8796,NA,79,105,10.53,0.9,10.81,29.1,34.36,0.27266530334015
51,117,"Mecklenburg","Virginia",32727,36.691889,-78.320815,1,1.74783896543398e-09,35,7.43482397776164e-08,51117,"06",29797,223,5633,688,22774,44,5854,500,1392,241,1554,219,3527,398,1848,282,2860,308,1076,220,140,71,104,69,30847,NA,11246,82,30847,NA,888,NA,36.46,2.88,18.9,25.7,26.47,0.66231647634584
51,119,"Middlesex","Virginia",10959,37.601651,-76.504547,6,1.7295411798423e-07,81,7.06900793790623e-07,51119,"06",10353,94,874,194,8239,119,2325,298,330,88,764,162,1184,200,685,152,1104,179,497,113,127,59,69,41,10700,NA,1865,371,10700,NA,79,70,17.43,0.74,8.44,28.22,30.13,0.0835732194261306
51,121,"Montgomery","Virginia",94392,37.189631,-80.412336,82,2.58000823102642e-07,189,1.97657441760497e-06,51121,"06",88706,588,21533,1273,55516,152,10194,812,2158,332,2894,359,6851,672,3844,497,12275,665,7663,624,1502,303,3974,420,97997,NA,4967,153,97997,NA,3110,NA,5.07,3.17,24.27,18.36,52.7,0.738495731676517
51,125,"Nelson","Virginia",15020,37.810028,-78.871691,3,2.4911104212208e-08,10,8.50990108226913e-08,51125,"06",14670,100,1812,472,11212,91,2964,323,565,166,633,182,1190,254,650,156,1918,299,1197,243,280,123,201,121,14812,NA,1993,81,14812,NA,607,NA,13.46,4.1,12.35,26.44,37.87,0.296575896468051
51,127,"New Kent","Virginia",18429,37.497253,-77.037031,6,3.85664958069296e-08,19,9.33883736383216e-08,51127,"06",20482,144,992,329,15203,181,4177,458,846,211,1328,242,2302,310,1135,212,2673,339,1316,267,45,37,282,128,21103,NA,2996,9,21103,NA,665,NA,14.2,3.15,4.84,27.47,35.85,0.607386896520924
51,131,"Northampton","Virginia",12389,37.389508,-75.917594,1,3.46647930546159e-09,47,3.15539085370314e-07,51131,"06",11631,97,2216,348,8757,106,2765,255,379,111,388,109,1205,197,573,137,1180,167,488,106,101,36,119,53,11957,NA,4242,87,11957,NA,1037,NA,35.48,8.67,19.05,31.57,28.1,0.289731572219855
51,133,"Northumberland","Virginia",12330,37.890865,-76.414247,3,2.29809862211037e-08,43,2.87599859223786e-07,51133,"06",12210,21,1700,471,9807,171,2637,335,539,173,577,143,1547,266,793,204,1704,268,842,169,101,57,147,92,12223,NA,3503,139,12223,NA,91,70,28.66,0.74,13.92,26.89,36.58,0.856178480283198
51,135,"Nottoway","Virginia",15853,37.144866,-78.075207,8,3.60934956027206e-08,30,1.86376755307857e-07,51135,"06",13938,247,2814,561,11006,105,3278,405,898,184,710,141,1610,293,710,173,929,200,413,152,45,35,14,14,15500,NA,6398,97,15500,NA,657,NA,41.28,4.24,20.19,29.78,19.18,0.583657587548638
51,137,"Orange","Virginia",33481,38.267152,-77.966785,7,1.07178049696267e-08,68,1.06308962301786e-07,51137,"06",34749,313,2984,673,25025,152,7416,609,1310,319,1942,364,3636,445,1747,296,3666,468,1923,322,373,135,108,60,35612,NA,5172,129,35612,NA,1695,NA,14.52,4.76,8.59,29.63,31.24,0.283811810937671
51,139,"Page","Virginia",24042,38.604441,-78.500392,3,9.52875638725119e-09,32,1.53289736880093e-07,51139,"06",23506,113,4303,779,17307,73,6142,430,1517,249,1301,254,1874,347,842,195,1566,247,701,175,86,51,55,33,23749,NA,598,134,23749,NA,464,NA,2.52,1.95,18.31,35.49,18.78,1.07800944302845
51,141,"Patrick","Virginia",18490,36.655724,-80.282113,1,2.02373153201015e-08,15,1.24228344090033e-07,51141,"06",17491,146,3264,568,13540,73,3621,323,1104,275,974,213,1834,304,1333,235,1143,209,559,130,86,54,92,66,17859,NA,1064,71,17859,NA,527,NA,5.96,2.95,18.66,26.74,23.73,0.237650653539297
51,143,"Pittsylvania","Virginia",63506,36.772086,-79.409643,16,2.7429485859922e-08,116,1.05293428236879e-07,51143,"06",60558,194,9457,1129,45213,112,12694,685,3259,347,3792,504,6927,533,4121,365,4169,384,1793,247,210,88,127,71,61676,NA,13767,88,61676,NA,1591,NA,22.32,2.58,15.62,28.08,23.05,0.224778093159855
51,145,"Powhatan","Virginia",28046,37.546342,-77.872664,23,4.39318264777157e-08,200,4.79982739800576e-07,51145,"06",25870,285,1383,421,21108,124,4740,462,1659,260,1432,251,3438,421,1695,328,4351,498,1458,309,199,84,77,56,28574,NA,3318,101,28574,NA,608,NA,11.61,2.13,5.35,22.46,36.86,0.370002398163692
51,147,"Prince Edward","Virginia",23368,37.259323,-78.423416,11,9.49356042252969e-08,63,5.01219146712514e-07,51147,"06",18017,638,3577,720,12866,168,3295,351,912,263,1211,210,1423,264,690,179,1804,290,1277,308,232,106,307,116,22956,NA,7555,439,22956,NA,880,385,32.91,3.83,19.85,25.61,33.5,0.675381263616558
51,149,"Prince George","Virginia",35725,37.215406,-77.293227,29,7.94001123325442e-08,255,7.3778884892405e-07,51149,"06",33926,428,3142,722,26310,173,6341,542,2240,339,2047,272,4258,364,2468,343,4279,476,1590,259,285,115,160,85,37894,NA,13279,249,37894,NA,2979,NA,35.04,7.86,9.26,24.1,33.38,0.71687411375453
51,153,"Prince William","Virginia",402002,38.691636,-77.409683,194,3.18458327164278e-08,1153,1.86351684916343e-07,51153,"06",451060,670,30520,2406,291144,95,53499,1588,6779,522,17413,827,40249,1450,22953,1037,69487,1358,38993,1292,4792,505,3554,329,456749,NA,107597,1025,456749,NA,105050,NA,23.56,23,6.77,18.38,48.01,0.810878376790289
51,155,"Pulaski","Virginia",34872,37.081529,-80.705779,12,6.36382978889251e-08,83,4.04590976478766e-07,51155,"06",33081,220,4446,662,25549,138,6863,447,1485,251,1965,279,3561,381,3186,325,3192,393,1351,215,189,93,237,118,34234,NA,2068,16,34234,NA,584,NA,6.04,1.71,13.44,26.86,31.92,0.604708507015793
51,157,"Rappahannock","Virginia",7373,38.692393,-78.124495,0,0,12,2.38627815615327e-07,51157,"06",7285,57,650,187,5512,64,1250,206,333,109,298,99,832,181,377,131,1050,175,514,149,139,76,110,48,7332,NA,412,89,7332,NA,263,NA,5.62,3.59,8.92,22.68,39.73,0.896304467733039
51,159,"Richmond","Virginia",9254,37.94866,-76.715071,5,8.24887969488692e-08,44,4.42661656082355e-07,51159,"06",7195,245,1023,464,6697,206,1928,276,672,147,449,139,909,210,511,159,665,156,330,148,24,33,30,31,8878,NA,2807,60,8878,NA,603,NA,31.62,6.79,14.22,28.79,23.29,0.387253817216198
51,161,"Roanoke","Virginia",92376,37.271414,-79.989575,56,1.2997319778883e-07,441,1.07826831432217e-06,51161,"06",91235,318,6754,857,67172,199,14876,753,2254,279,4842,437,8890,630,7712,598,15109,673,5160,552,1973,325,1119,249,93583,NA,6241,85,93583,NA,2731,NA,6.67,2.92,7.4,22.15,46.26,0.919498687189736
51,163,"Rockbridge","Virginia",22307,37.786365,-79.428059,10,2.37014660233515e-07,43,1.19602438733395e-06,51163,"06",22276,114,3075,697,16927,118,4529,470,1144,204,1009,226,2236,327,1236,255,2575,348,1126,253,563,188,219,97,22509,NA,853,23,22509,NA,407,NA,3.79,1.81,13.8,26.76,33.79,1.58667369901547
51,165,"Rockingham","Virginia",76314,38.454851,-78.837195,47,1.41483705440553e-07,167,4.83567528872777e-07,51165,"06",77499,261,7401,899,54319,166,15758,691,3143,328,3300,315,5457,381,3641,343,8348,497,4082,379,641,172,989,184,79444,NA,2784,412,79444,NA,5383,NA,3.5,6.78,9.55,29.01,32.59,0.697897690906405
51,167,"Russell","Virginia",28897,36.935284,-82.090612,3,2.15593035333289e-08,41,2.31816620160813e-07,51167,"06",27078,127,5276,732,20190,42,5884,490,1399,272,1655,288,2349,335,1997,290,1946,317,690,207,47,43,49,39,27408,NA,501,178,27408,NA,190,101,1.83,0.69,19.48,29.14,23.42,0.650515926424406
51,169,"Scott","Virginia",23177,36.684532,-82.594258,5,1.92623756839842e-08,26,9.0867765542464e-08,51169,"06",21138,212,3923,565,16441,73,5202,326,913,171,1358,208,2202,336,1305,197,1574,269,588,133,174,104,27,25,22009,NA,242,82,22009,NA,293,NA,1.1,1.33,18.56,31.64,22.31,1.97362310764373
51,171,"Shenandoah","Virginia",41993,38.86825,-78.529664,5,2.58435583180458e-08,50,4.08670990855783e-07,51171,"06",42606,111,4620,661,30765,135,9926,641,1768,262,2631,422,3882,426,2340,312,4154,419,1620,254,261,77,142,52,43045,NA,1381,68,43045,NA,3019,NA,3.21,7.01,10.84,32.26,27.68,1.20468078258271
51,173,"Smyth","Virginia",32208,36.829257,-81.574231,7,3.42500407228827e-08,60,2.64362087569219e-07,51173,"06",30324,189,5818,658,22669,106,6814,424,1769,218,1658,263,3217,334,2132,268,1987,305,994,159,86,46,181,71,31059,NA,924,147,31059,NA,628,NA,2.97,2.02,19.19,30.06,23.73,1.77868206878446
51,175,"Southampton","Virginia",18570,36.71473,-77.070645,3,9.73494117875025e-09,46,2.03754993178789e-07,51175,"06",16326,304,1665,309,13183,106,3246,343,759,146,1259,246,2277,279,1180,172,1581,270,610,128,76,48,83,52,17939,NA,6220,264,17939,NA,277,NA,34.67,1.54,10.2,24.62,26.78,0.33549414306835
51,177,"Spotsylvania","Virginia",122397,38.238928,-77.571234,31,3.00226635009435e-08,302,2.83141564250553e-07,51177,"06",130463,209,10447,1251,87020,106,21733,876,4017,390,6413,455,12494,664,6397,541,16629,730,8815,555,1141,160,826,177,131412,NA,23652,341,131412,NA,12308,NA,18,9.37,8.01,24.97,38.85,0.594466544495597
51,179,"Stafford","Virginia",128961,38.416536,-77.447823,41,2.17506993188452e-08,390,2.74433064218362e-07,51179,"06",139983,573,6306,954,91806,98,17680,982,2968,349,5957,558,15010,771,7819,648,21350,1070,12921,716,1175,292,1111,207,144012,NA,29548,423,144012,NA,17782,NA,20.52,12.35,4.5,19.26,48.34,0.737530008002134
51,181,"Surry","Virginia",7058,37.118648,-76.867196,30,2.054558941197e-07,118,1.08430149933618e-06,51181,"06",6600,17,839,235,4849,77,1415,226,279,73,465,97,782,151,393,116,546,101,210,60,80,47,18,24,6600,NA,3033,62,6600,NA,50,38,45.95,0.76,12.71,29.18,25.72,0.401606425702811
51,183,"Sussex","Virginia",12087,36.972121,-77.210307,1,4.79562917070653e-09,8,5.15566559639255e-08,51183,"06",7890,905,1382,294,8612,73,2124,464,1452,346,478,106,934,146,466,120,682,182,332,95,39,46,29,24,11486,NA,6711,107,11486,NA,333,NA,58.43,2.9,17.52,24.66,17.97,0.231378481801192
51,185,"Tazewell","Virginia",45078,37.147549,-81.566563,6,1.19599397344034e-08,45,7.18874988450558e-08,51185,"06",40559,200,6550,760,30719,171,9024,598,2127,310,2216,307,3715,351,3157,331,3057,422,1173,216,314,111,153,115,42080,NA,1527,103,42080,NA,409,NA,3.63,0.97,16.15,29.38,25.57,1.50042834414392
51,187,"Warren","Virginia",37575,38.925068,-78.179261,18,2.17914213887331e-07,72,9.04847003892375e-07,51187,"06",38516,190,4004,705,27171,170,7940,549,1829,267,2430,397,3477,464,2029,254,3963,409,1370,283,252,116,160,81,39449,NA,2476,77,39449,NA,1716,NA,6.28,4.35,10.4,29.22,28.61,1.07491938104642
51,191,"Washington","Virginia",54876,36.703579,-81.972246,14,5.43148228829835e-08,127,9.49744287771382e-07,51191,"06",52505,342,7862,855,39944,107,10198,598,3038,393,2751,330,5061,474,3921,425,5459,405,2552,330,555,153,415,141,54406,NA,1057,58,54406,NA,817,NA,1.94,1.5,14.97,25.53,32.3,1.13414947979854
51,193,"Westmoreland","Virginia",17454,38.155269,-76.844011,6,3.88819593990647e-08,12,3.74633779978359e-08,51193,"06",17570,91,2117,504,13156,191,3523,363,772,213,1149,231,2086,307,1116,231,1720,272,722,212,136,83,98,70,17638,NA,4873,24,17638,NA,1110,NA,27.63,6.29,12.05,26.78,28.82,0.622546270330903
51,195,"Wise","Virginia",41452,36.952922,-82.609349,8,2.63307961565212e-08,93,6.56725129742546e-07,51195,"06",35898,314,7890,833,27593,162,6471,423,1988,255,1967,303,3895,416,2319,333,2451,348,1087,226,294,107,175,71,39025,NA,2501,57,39025,NA,481,NA,6.41,1.23,21.98,23.45,22.93,0.989161317478691
51,197,"Wythe","Virginia",29235,36.919123,-81.066298,7,5.7336753865656e-08,60,3.88729636489342e-07,51197,"06",28600,138,4468,666,21141,81,6590,445,1523,350,1891,353,2141,321,2124,292,2382,362,1060,220,222,125,254,127,28940,NA,1191,160,28940,NA,347,NA,4.12,1.2,15.62,31.17,28.58,1.09549975655561
51,199,"York","Virginia",65464,37.172279,-76.49193,96,1.28881037289589e-07,572,9.0515243739269e-07,51199,"06",66052,514,3101,571,45347,165,6789,473,1428,262,2745,291,6421,519,4803,377,10923,682,7579,544,960,202,1144,250,67587,NA,10216,240,67587,NA,4173,NA,15.12,6.17,4.69,14.97,56.03,0.697167113757628
